物件名,URL,イメージ画像,賃料,管理費,間取り,専有面積,向き,物件種別,築年数,住所,最寄り駅と距離,敷金,礼金,保証金,敷引・償却,取り扱い店舗,取り扱い店舗の電話番号
大和莊　本館 1階,https://suumo.jp/chintai/bc_100379518411/,https://img01.suumo.com/front/gazo/fr/bukken/411/100379518411/100379518411_gw.jpg,32000,2000円,ワンルーム,6.61m2,-,アパート,築67年,東京都文京区本郷６,東京メトロ南北線/東大前駅 歩7分,3.2万円,3.2万円,-,-,ハウスコム東東京(株)日暮里店,0800-1700543
大和莊　本館 1階,https://suumo.jp/chintai/bc_100380006004/,https://img01.suumo.com/front/gazo/fr/bukken/004/100380006004/100380006004_gw.jpg,32000,2000円,ワンルーム,6.61m2,-,アパート,築67年,東京都文京区本郷６,東京メトロ南北線/東大前駅 歩7分,3.2万円,3.2万円,-,-,ハウスコム東東京(株)池袋西口店,0800-1700754
ハッピネス早稲田 1階,https://suumo.jp/chintai/bc_100380981594/,https://img01.suumo.com/front/gazo/fr/bukken/594/100380981594/100380981594_gw.jpg,33000,5000円,ワンルーム,5.37m2,南,マンション,築42年,東京都新宿区早稲田鶴巻町,東京メトロ東西線/早稲田駅 歩4分,3.3万円,3.3万円,-,-,ハウス・トゥ・ハウス・ネットサービス(株)駒込店,03-5981-7077
プラザ・ドゥ・ペートンC棟 2階,https://suumo.jp/chintai/bc_100071449853/,https://img01.suumo.com/front/gazo/fr/bukken/853/100071449853/100071449853_gw.jpg,34000,2000円,1K,13m2,南,アパート,築38年,埼玉県朝霞市根岸台７,東武東上線/朝霞駅 歩8分,3.4万円,-,-,-,(株)松屋,03-3815-1010
桜荘 2階,https://suumo.jp/chintai/bc_100180908790/,https://img01.suumo.com/front/gazo/fr/bukken/790/100180908790/100180908790_gw.jpg,35000,-,ワンルーム,14.85m2,南,アパート,築46年,東京都文京区大塚６,東京メトロ丸ノ内線/新大塚駅 歩9分,-,-,-,-,(株)東京ハウスナビ,03-5957-1723
ボヌール上石神井 4階,https://suumo.jp/chintai/bc_100363710722/,https://img01.suumo.com/front/gazo/fr/bukken/722/100363710722/100363710722_gw.jpg,35000,3000円,ワンルーム,12.1m2,西,マンション,築34年,東京都練馬区上石神井１,西武新宿線/上石神井駅 歩5分,3.5万円,-,-,-,アパマンショップ茗荷谷店(株)アップル東京,03-6861-7272
西那須野 1DK 1階,https://suumo.jp/chintai/bc_100378186132/,https://img01.suumo.com/front/gazo/fr/bukken/132/100378186132/100378186132_gw.jpg,36000,-,1DK,28m2,南東,アパート,築27年,栃木県那須塩原市新南,ＪＲ東北本線/西那須野駅 歩12分,-,-,-,-,合同会社GREA,03-5615-9793
ファミリーメゾン元郷 1階,https://suumo.jp/chintai/bc_100381973940/,https://img01.suumo.com/front/gazo/fr/bukken/940/100381973940/100381973940_gw.jpg,36000,4000円,1K,14.28m2,東,アパート,築37年,埼玉県川口市元郷１,埼玉高速鉄道/川口元郷駅 歩3分,-,-,-,-,ハウス・トゥ・ハウス・ネットサービス(株)駒込店,03-5981-7077
東大前 1K 2階,https://suumo.jp/chintai/bc_100283900088/,https://img01.suumo.com/front/gazo/fr/bukken/088/100283900088/100283900088_rw.jpg,37000,1000円,1K,18.18m2,東,アパート,築68年,東京都文京区本郷６,東京メトロ南北線/東大前駅 歩6分,3.7万円,3.7万円,-,3.7万円,(株)イールーム,03-5844-6166
東大前 1K 1階,https://suumo.jp/chintai/bc_100268039864/,https://img01.suumo.com/front/gazo/fr/bukken/864/100268039864/100268039864_rw.jpg,37000,1000円,1K,16.53m2,東,アパート,築68年,東京都文京区本郷６,東京メトロ南北線/東大前駅 歩6分,3.7万円,3.7万円,-,3.7万円,(株)イールーム,03-5844-6166
大和莊　別館 1階,https://suumo.jp/chintai/bc_100368705603/,https://img01.suumo.com/front/gazo/fr/bukken/603/100368705603/100368705603_gw.jpg,37000,1000円,1K,16.5m2,-,アパート,築44年,東京都文京区本郷６,東京メトロ南北線/東大前駅 歩7分,3.7万円,-,-,3.7万円,ハウスコム東東京(株)日暮里店,0800-1700543
大和莊　別館 2階,https://suumo.jp/chintai/bc_100282311696/,https://img01.suumo.com/front/gazo/fr/bukken/696/100282311696/100282311696_gw.jpg,37000,1000円,1K,16.5m2,-,アパート,築44年,東京都文京区本郷６,東京メトロ南北線/東大前駅 歩7分,3.7万円,-,-,-,ハウスコム東東京(株)日暮里店,0800-1700543
東十条 ワンルーム 4階,https://suumo.jp/chintai/bc_100379528699/,https://img01.suumo.com/front/gazo/fr/bukken/699/100379528699/100379528699_gw.jpg,37000,3000円,ワンルーム,7.15m2,-,マンション,築39年,東京都北区中十条２,ＪＲ京浜東北線/東十条駅 歩2分,-,-,-,-,ハウス・トゥ・ハウス・ネットサービス(株)駒込店,03-5981-7077
巣鴨 ワンルーム 1階,https://suumo.jp/chintai/bc_100057831564/,https://img01.suumo.com/front/gazo/fr/bukken/564/100057831564/100057831564_cw.jpg,37000,9000円,ワンルーム,10m2,南,一戸建て,築49年,東京都豊島区駒込４,ＪＲ山手線/巣鴨駅 歩6分,-,-,-,-,菱和不動産(有),03-6902-9638
巣鴨 ワンルーム 2階,https://suumo.jp/chintai/bc_100017648073/,https://img01.suumo.com/front/gazo/fr/bukken/073/100017648073/100017648073_gw.jpg,37000,9000円,ワンルーム,7.8m2,南,一戸建て,築49年,東京都豊島区駒込４,ＪＲ山手線/巣鴨駅 歩6分,-,-,-,-,菱和不動産(有),03-6902-9638
HOMME 1階,https://suumo.jp/chintai/bc_100381974630/,https://img01.suumo.com/front/gazo/fr/bukken/630/100381974630/100381974630_gw.jpg,38000,3000円,1K,17.91m2,南,アパート,築37年,埼玉県川口市栄町１,ＪＲ京浜東北線/川口駅 バス3分 (バス停)中の橋 歩2分,-,-,-,-,ハウス・トゥ・ハウス・ネットサービス(株)駒込店,03-5981-7077
ウエストインパート10 1階,https://suumo.jp/chintai/bc_100376085741/,https://img01.suumo.com/front/gazo/fr/bukken/741/100376085741/100376085741_gw.jpg,38000,3000円,ワンルーム,9m2,-,マンション,築39年,東京都北区中十条２,ＪＲ京浜東北線/東十条駅 歩2分,-,-,-,-,ハウス・トゥ・ハウス・ネットサービス(株)駒込店,03-5981-7077
ローズアパート 2階,https://suumo.jp/chintai/bc_100342246858/,https://img01.suumo.com/front/gazo/fr/bukken/858/100342246858/100342246858_gw.jpg,39000,-,ワンルーム,17.38m2,北西,アパート,築40年,千葉県市川市南行徳４,東京メトロ東西線/南行徳駅 歩16分,-,-,-,-,(株)Room-up,03-5805-3226
千石 ワンルーム 1階,https://suumo.jp/chintai/bc_100377268939/,https://img01.suumo.com/front/gazo/fr/bukken/939/100377268939/100377268939_gw.jpg,39000,-,ワンルーム,11m2,北西,アパート,築58年,東京都文京区本駒込２,都営三田線/千石駅 歩1分,-,3.9万円,-,-,(株)ケーコーポレーション白山上店,03-5800-4141
Tokyo Apartment @ Sengoku 1階,https://suumo.jp/chintai/bc_100377268888/,https://img01.suumo.com/front/gazo/fr/bukken/888/100377268888/100377268888_gw.jpg,39000,-,ワンルーム,11m2,北西,アパート,築58年,東京都文京区本駒込２,都営三田線/千石駅 歩1分,-,3.9万円,-,-,(株)ケーコーポレーション本店,03-5689-0441
セドルハイム上板橋IIＡ 1階,https://suumo.jp/chintai/bc_100375904421/,https://img01.suumo.com/front/gazo/fr/bukken/421/100375904421/100375904421_gw.jpg,39000,-,1K,10.3m2,北東,アパート,築34年,東京都板橋区若木２,東武東上線/上板橋駅 歩14分,-,-,-,-,ハウス・トゥ・ハウス・ネットサービス(株)駒込店,03-5981-7077
春日 ワンルーム 1階,https://suumo.jp/chintai/bc_100335902999/,https://img01.suumo.com/front/gazo/fr/bukken/999/100335902999/100335902999_gw.jpg,39000,3000円,ワンルーム,12m2,南,アパート,築50年,東京都文京区本郷６,都営三田線/春日駅 歩7分,3.9万円,3.9万円,-,-,ハウス・トゥ・ハウス・ネットサービス(株)西日暮里店,03-6863-8282
春日 ワンルーム 1階,https://suumo.jp/chintai/bc_100335620604/,https://img01.suumo.com/front/gazo/fr/bukken/604/100335620604/100335620604_gw.jpg,39000,3000円,ワンルーム,12m2,南,アパート,築50年,東京都文京区本郷６,都営三田線/春日駅 歩7分,3.9万円,3.9万円,-,-,ハウス・トゥ・ハウス・ネットサービス(株)巣鴨店,03-3949-7077
本郷三丁目 ワンルーム 1階,https://suumo.jp/chintai/bc_100382120022/,https://img01.suumo.com/front/gazo/fr/bukken/022/100382120022/100382120022_rw.jpg,39000,5000円,ワンルーム,9m2,-,アパート,築57年,東京都文京区本郷４,都営大江戸線/本郷三丁目駅 歩7分,-,-,-,-,(株)ルーム,03-6811-7005
本郷三丁目 ワンルーム 1階,https://suumo.jp/chintai/bc_100382121028/,https://img01.suumo.com/front/gazo/fr/bukken/028/100382121028/100382121028_rw.jpg,39000,5000円,ワンルーム,6.6m2,-,アパート,築57年,東京都文京区本郷４,都営大江戸線/本郷三丁目駅 歩7分,-,-,-,-,(株)ルーム,03-6811-7005
本郷三丁目 ワンルーム 1階,https://suumo.jp/chintai/bc_100371860168/,https://img01.suumo.com/front/gazo/fr/bukken/168/100371860168/100371860168_gw.jpg,39000,5000円,ワンルーム,6.6m2,西,アパート,築57年,東京都文京区本郷４,都営大江戸線/本郷三丁目駅 歩7分,-,-,-,-,(株)東京めぞん,03-5280-7180
古河市久能 貸戸建て,https://suumo.jp/chintai/bc_100374604450/,https://img01.suumo.com/front/gazo/fr/bukken/450/100374604450/100374604450_gw.jpg,39000,6000円,3K,52.97m2,-,一戸建て,築51年,茨城県古河市久能,ＪＲ宇都宮線/古河駅 歩102分,-,-,-,-,(株)TERASS PARTNERS,03-3830-0410
レガーロ江戸川橋 2階,https://suumo.jp/chintai/bc_100357861364/,https://img01.suumo.com/front/gazo/fr/bukken/364/100357861364/100357861364_gw.jpg,39000,9000円,ワンルーム,11.75m2,北,アパート,築56年,東京都文京区関口１,東京メトロ有楽町線/江戸川橋駅 歩1分,-,-,-,-,(株)ニューハウス,03-3260-1340
レガーロ江戸川橋 2階,https://suumo.jp/chintai/bc_100360310749/,https://img01.suumo.com/front/gazo/fr/bukken/749/100360310749/100360310749_gw.jpg,39000,9000円,1K,10.43m2,北,アパート,築56年,東京都文京区関口１,東京メトロ東西線/神楽坂駅 歩10分,-,-,-,-,(株)ミニミニ城東飯田橋店,03-3269-1532
レガーロ江戸川橋 2階,https://suumo.jp/chintai/bc_100364527930/,https://img01.suumo.com/front/gazo/fr/bukken/930/100364527930/100364527930_gw.jpg,39000,9000円,ワンルーム,10.43m2,北,アパート,築56年,東京都文京区関口１,東京メトロ有楽町線/江戸川橋駅 歩1分,-,-,-,-,(株)ニューハウス,03-3260-1340
レガーロ江戸川橋 2階,https://suumo.jp/chintai/bc_100316201787/,https://img01.suumo.com/front/gazo/fr/bukken/787/100316201787/100316201787_gw.jpg,39000,9000円,ワンルーム,10.23m2,北,アパート,築56年,東京都文京区関口１,東京メトロ東西線/神楽坂駅 歩10分,-,-,-,-,(株)ミニミニ城東飯田橋店,03-3269-1532
シュガーハイム 2階,https://suumo.jp/chintai/bc_100375904360/,https://img01.suumo.com/front/gazo/fr/bukken/360/100375904360/100375904360_gw.jpg,39800,4000円,ワンルーム,10.5m2,東,アパート,築39年,東京都板橋区清水町,都営三田線/板橋本町駅 歩6分,-,-,-,-,ハウス・トゥ・ハウス・ネットサービス(株)駒込店,03-5981-7077
シェロ成増 1階,https://suumo.jp/chintai/bc_100330729877/,https://img01.suumo.com/front/gazo/fr/bukken/877/100330729877/100330729877_gw.jpg,40000,-,ワンルーム,16.29m2,-,マンション,築37年,東京都板橋区赤塚３,東武東上線/成増駅 歩5分,4万円,4万円,-,4万円,榮信建物企画(株),03-6801-6085
長峰荘 2階,https://suumo.jp/chintai/bc_100381705279/,https://img01.suumo.com/front/gazo/fr/bukken/279/100381705279/100381705279_gw.jpg,40000,2000円,1K,16.5m2,南,アパート,築53年,東京都北区志茂１,ＪＲ京浜東北線/赤羽駅 歩10分,-,-,-,-,ハウス・トゥ・ハウス・ネットサービス(株)白山店,03-3830-7570
パルミエ青木 2階,https://suumo.jp/chintai/bc_100381974226/,https://img01.suumo.com/front/gazo/fr/bukken/226/100381974226/100381974226_gw.jpg,40000,2000円,ワンルーム,14m2,-,アパート,築48年,埼玉県川口市青木２,埼玉高速鉄道/川口元郷駅 歩14分,4万円,-,-,-,ハウス・トゥ・ハウス・ネットサービス(株)駒込店,03-5981-7077
アネックス上板橋　Ｂ棟 2階,https://suumo.jp/chintai/bc_100370687095/,https://img01.suumo.com/front/gazo/fr/bukken/095/100370687095/100370687095_gw.jpg,40000,2000円,1K,12.8m2,南西,アパート,築39年,東京都板橋区上板橋２,東武東上線/上板橋駅 歩7分,-,-,-,-,アパマンショップ茗荷谷店(株)アップル東京,03-6861-7272
アネックス上板橋　Ｂ棟 1階,https://suumo.jp/chintai/bc_100364549039/,https://img01.suumo.com/front/gazo/fr/bukken/039/100364549039/100364549039_gw.jpg,40000,2000円,1K,12.8m2,南西,アパート,築39年,東京都板橋区上板橋２,東武東上線/上板橋駅 歩7分,-,-,-,-,アパマンショップ茗荷谷店(株)アップル東京,03-6861-7272
アネックス上板橋Ａ棟 1階,https://suumo.jp/chintai/bc_100341265955/,https://img01.suumo.com/front/gazo/fr/bukken/955/100341265955/100341265955_gw.jpg,40000,2000円,ワンルーム,12.8m2,-,アパート,築39年,東京都板橋区上板橋２,東武東上線/上板橋駅 歩7分,-,-,-,-,アパマンショップ茗荷谷店(株)アップル東京,03-6861-7272
アネックス上板橋Ａ棟 1階,https://suumo.jp/chintai/bc_100341266302/,https://img01.suumo.com/front/gazo/fr/bukken/302/100341266302/100341266302_gw.jpg,40000,2000円,ワンルーム,12.8m2,-,アパート,築39年,東京都板橋区上板橋２,東武東上線/上板橋駅 歩7分,-,-,-,-,アパマンショップ茗荷谷店(株)アップル東京,03-6861-7272
エステートピア和光6 3階,https://suumo.jp/chintai/bc_100370572421/,https://img01.suumo.com/front/gazo/fr/bukken/421/100370572421/100370572421_gw.jpg,40000,3000円,ワンルーム,13.36m2,北,マンション,築34年,埼玉県さいたま市浦和区岸町１,ＪＲ京浜東北線/浦和駅 歩10分,4万円,4万円,-,-,(株)明治コーポレーション,03-3812-0555
ボヌール上石神井 3階,https://suumo.jp/chintai/bc_100375120023/,https://img01.suumo.com/front/gazo/fr/bukken/023/100375120023/100375120023_gw.jpg,40000,3000円,ワンルーム,12.1m2,西,マンション,築34年,東京都練馬区上石神井１,西武新宿線/上石神井駅 歩5分,4万円,-,-,-,アパマンショップ茗荷谷店(株)アップル東京,03-6861-7272
ウィンベルソロ赤羽第三 4階,https://suumo.jp/chintai/bc_100381923648/,https://img01.suumo.com/front/gazo/fr/bukken/648/100381923648/100381923648_gw.jpg,40000,6000円,ワンルーム,16.01m2,南東,マンション,築36年,東京都北区赤羽西６,都営三田線/本蓮沼駅 歩12分,-,-,-,-,ハウス・トゥ・ハウス・ネットサービス(株)白山店,03-3830-7570
春日 ワンルーム 2階,https://suumo.jp/chintai/bc_100381186666/,https://img01.suumo.com/front/gazo/fr/bukken/666/100381186666/100381186666_gw.jpg,40000,15000円,ワンルーム,5.11m2,西,マンション,築41年,東京都文京区白山２,都営三田線/春日駅 歩7分,4万円,-,-,1.5万円,(株)東京めぞん,03-5280-7180
エニヘーレ茗荷谷 2階,https://suumo.jp/chintai/bc_100371642848/,https://img01.suumo.com/front/gazo/fr/bukken/848/100371642848/100371642848_gw.jpg,41000,-,ワンルーム,11.7m2,南東,アパート,築68年,東京都文京区大塚３,東京メトロ丸ノ内線/茗荷谷駅 歩5分,-,-,-,-,(株)ネオ・プランニング,03-5985-4401
東武練馬 ワンルーム 2階,https://suumo.jp/chintai/bc_100371163544/,https://img01.suumo.com/front/gazo/fr/bukken/544/100371163544/100371163544_gw.jpg,42000,-,ワンルーム,14.56m2,北東,アパート,築37年,東京都板橋区徳丸４,東武東上線/東武練馬駅 歩13分,-,-,-,-,ハウス・トゥ・ハウス・ネットサービス(株)駒込店,03-5981-7077
千石 ワンルーム 2階,https://suumo.jp/chintai/bc_100238856697/,https://img01.suumo.com/front/gazo/fr/bukken/697/100238856697/100238856697_gw.jpg,42000,-,ワンルーム,11m2,西,アパート,築58年,東京都文京区本駒込２,都営三田線/千石駅 歩1分,-,4.2万円,-,-,(株)ケーコーポレーション白山上店,03-5800-4141
千石 ワンルーム 2階,https://suumo.jp/chintai/bc_100276148194/,https://img01.suumo.com/front/gazo/fr/bukken/194/100276148194/100276148194_gw.jpg,42000,-,ワンルーム,11m2,南,アパート,築58年,東京都文京区本駒込２,都営三田線/千石駅 歩1分,-,4.2万円,-,-,(株)ケーコーポレーション白山上店,03-5800-4141
Tokyo Apartment @ Sengoku 2階,https://suumo.jp/chintai/bc_100238856610/,https://img01.suumo.com/front/gazo/fr/bukken/610/100238856610/100238856610_gw.jpg,42000,-,ワンルーム,11m2,西,アパート,築58年,東京都文京区本駒込２,都営三田線/千石駅 歩1分,-,4.2万円,-,-,(株)ケーコーポレーション本店,03-5689-0441
Tokyo Apartment @ Sengoku 2階,https://suumo.jp/chintai/bc_100276148106/,https://img01.suumo.com/front/gazo/fr/bukken/106/100276148106/100276148106_gw.jpg,42000,-,ワンルーム,11m2,南,アパート,築58年,東京都文京区本駒込２,都営三田線/千石駅 歩1分,-,4.2万円,-,-,(株)ケーコーポレーション本店,03-5689-0441
西高島平 1K 1階,https://suumo.jp/chintai/bc_100371163468/,https://img01.suumo.com/front/gazo/fr/bukken/468/100371163468/100371163468_gw.jpg,42000,2000円,1K,17.39m2,東,アパート,築38年,東京都板橋区赤塚４,都営三田線/西高島平駅 歩14分,-,-,-,-,ハウス・トゥ・ハウス・ネットサービス(株)駒込店,03-5981-7077
